species,scientific name,type,english name,english_name
Spilosoma lutea,Spilosoma lutea,Moth,Buff Ermine,Buff Ermine
Sunira circellaris,Sunira circellaris,Moth,Brick,Brick
Tenuiphantes tenuis,Tenuiphantes tenuis,Moth,Tenuiphantes tenuis,Tenuiphantes tenuis
Tethea ocularis,Tethea ocularis,Moth,Figure of Eighty,Figure of Eighty
Thalpophila matura,Thalpophila matura,Moth,Straw Underwing,Straw Underwing
Thera britannica,Thera britannica,Moth,Spruce Carpet,Spruce Carpet
Thera obeliscata,Thera obeliscata,Moth,Grey Pine Carpet,Grey Pine Carpet
Tholera cespitis,Tholera cespitis,Moth,Hedge Rustic,Hedge Rustic
Thyatira batis,Thyatira batis,Moth,Peach Blossom,Peach Blossom
Tiliacea citrago,Tiliacea citrago,Moth,Orange Sallow,Orange Sallow
Trichopteryx carpinata,Trichopteryx carpinata,Moth,Early Tooth-striped,Early Tooth-striped
Triodia sylvina,Triodia sylvina,Moth,Orange Swift,Orange Swift
Triphosa dubitata,Triphosa dubitata,Moth,Tissue,Tissue
Tyria jacobaeae,Tyria jacobaeae,Moth,Cinnabar,Cinnabar
Velia (Plesiovelia) caprai,Velia (Plesiovelia) caprai,Moth,Water Cricket,Water Cricket
Venusia cambrica,Venusia cambrica,Moth,Welsh Wave,Welsh Wave
Xanthia togata,Xanthia togata,Moth,Pink-barred Sallow,Pink-barred Sallow
Xanthorhoe designata,Xanthorhoe designata,Moth,Flame Carpet,Flame Carpet
Xanthorhoe fluctuata,Xanthorhoe fluctuata,Moth,Garden Carpet,Garden Carpet
Xanthorhoe montanata,Xanthorhoe montanata,Moth,Silver-ground Carpet,Silver-ground Carpet
Xestia agathina,Xestia agathina,Moth,Heath Rustic,Heath Rustic
Xestia baja,Xestia baja,Moth,Dotted Clay,Dotted Clay
Xestia castanea,Xestia castanea,Moth,Neglected Rustic,Neglected Rustic
Xestia c-nigrum,Xestia c-nigrum,Moth,Setaceous Hebrew Character,Setaceous Hebrew Character
Xestia sexstrigata,Xestia sexstrigata,Moth,Six-striped Rustic,Six-striped Rustic
Xestia triangulum,Xestia triangulum,Moth,Double Square-spot,Double Square-spot
Xestia xanthographa,Xestia xanthographa,Moth,Square-spot Rustic,Square-spot Rustic
Xylena vetusta,Xylena vetusta,Moth,Red Sword-Grass,Red Sword-Grass
Xylocampa areola,Xylocampa areola,Moth,Early Grey,Early Grey
Zygaena filipendulae,Zygaena filipendulae,Moth,Six-spot Burnet,Six-spot Burnet
Anguis fragilis,Anguis fragilis,Reptile,Slow worm,Slow worm
Trachemys scripta,Trachemys scripta,Reptile,Red-eared Terrapin,Red-eared Terrapin
Vipera berus,Vipera berus,Reptile,Adder,Adder
Zootoca vivipara,Zootoca vivipara,Reptile,Common Lizard,Common Lizard
Ambigolimax valentianus,Ambigolimax valentianus,Slug,Iberian Threeband Slug,Iberian Threeband Slug
Arion (Arion) ater,Arion (Arion) ater,Slug,Large Black Slug,Large Black Slug
Arion (Carinarion) circumscriptus silvaticus,Arion (Carinarion) circumscriptus silvaticus,Slug,Silver False-keeled Slug,Silver False-keeled Slug
Arion (Kobeltia) distinctus,Arion (Kobeltia) distinctus,Slug,Brown Soil Slug,Brown Soil Slug
Arion (Kobeltia) intermedius,Arion (Kobeltia) intermedius,Slug,Hedgehog Slug,Hedgehog Slug
Arion (Kobeltia) owenii,Arion (Kobeltia) owenii,Slug,Tawny Soil Slug,Tawny Soil Slug
Arion (Mesarion) subfuscus,Arion (Mesarion) subfuscus,Slug,Dusky Slug,Dusky Slug
Arion circumscriptus seg.,Arion circumscriptus seg.,Slug,Dotted Slug,Dotted Slug
Boettgerilla pallens,Boettgerilla pallens,Slug,Worm Slug,Worm Slug
Clausilia (Clausilia) bidentata,Clausilia (Clausilia) bidentata,Slug,Two-toothed Door Snail,Two-toothed Door Snail
Deroceras (Deroceras) invadens,Deroceras (Deroceras) invadens,Slug,Tramp Slug,Tramp Slug
Deroceras (Deroceras) laeve,Deroceras (Deroceras) laeve,Slug,Marsh Slug,Marsh Slug
Deroceras (Deroceras) reticulatum,Deroceras (Deroceras) reticulatum,Slug,Netted Field Slug,Netted Field Slug
Limacus flavus,Limacus flavus,Slug,Yellow Cellar Slug,Yellow Cellar Slug
Limax maximus,Limax maximus,Slug,Leopard Slug,Leopard Slug
Milax gagates,Milax gagates,Slug,Smooth Jet Slug,Smooth Jet Slug
Selenochlamys ysbryda,Selenochlamys ysbryda,Slug,Ghost slug,Ghost slug
Tandonia sowerbyi,Tandonia sowerbyi,Slug,Sowerbys Keeled Slug,Sowerbys Keeled Slug
Aegopinella nitidula,Aegopinella nitidula,Snail,Smooth Glass Snail,Smooth Glass Snail
Aegopinella pura,Aegopinella pura,Snail,Clear Glass Snail,Clear Glass Snail
Ancylus fluviatilis,Ancylus fluviatilis,Snail,River limpets,River limpets
Anisus (Disculifer) vortex,Anisus (Disculifer) vortex,Snail,Whirlpool Ramshorn,Whirlpool Ramshorn
Arianta arbustorum,Arianta arbustorum,Snail,Copse Snail,Copse Snail
Carychium tridentatum,Carychium tridentatum,Snail,Long-toothed Herald Snail,Long-toothed Herald Snail
Cepaea (Cepaea) hortensis,Cepaea (Cepaea) hortensis,Snail,White-lipped Snail,White-lipped Snail
Cepaea (Cepaea) nemoralis,Cepaea (Cepaea) nemoralis,Snail,Brown-lipped Snail,Brown-lipped Snail
Cochlicopa cf. lubrica,Cochlicopa cf. lubrica,Snail,Slippery Moss Snail,Slippery Moss Snail
Cochlicopa cf. lubricella,Cochlicopa cf. lubricella,Snail,Least Slippery Snail,Least Slippery Snail
Columella aspera,Columella aspera,Snail,Columella aspera,Columella aspera
Cornu aspersum,Cornu aspersum,Snail,Common Garden Snail,Common Garden Snail
Cymatia bonsdorffii,Cymatia bonsdorffii,Snail,Cymatia bonsdorffii,Cymatia bonsdorffii
Discus (Gonyodiscus) rotundatus,Discus (Gonyodiscus) rotundatus,Snail,Rounded Snail,Rounded Snail
Galba (Galba) truncatula,Galba (Galba) truncatula,Snail,Dwarf Pond Snail,Dwarf Pond Snail
Hygromia (Hygromia) cinctella,Hygromia (Hygromia) cinctella,Snail,Girdled Snail,Girdled Snail
Lauria (Lauria) cylindracea,Lauria (Lauria) cylindracea,Snail,Common Chrysalis Snail,Common Chrysalis Snail
Lehmannia marginata,Lehmannia marginata,Snail,Tree Slug,Tree Slug
Leiostyla (Leiostyla) anglica,Leiostyla (Leiostyla) anglica,Snail,English Chrysalis Snail,English Chrysalis Snail
Littorina littorea,Littorina littorea,Snail,Common Periwinkle,Common Periwinkle
Littorina obtusata,Littorina obtusata,Snail,Flat Periwinkle,Flat Periwinkle
Lymnaea stagnalis,Lymnaea stagnalis,Snail,Great Pond Snail,Great Pond Snail
Macomangulus tenuis,Macomangulus tenuis,Snail,Thin Tellin,Thin Tellin
Mytilus edulis,Mytilus edulis,Snail,Blue Mussel,Blue Mussel
Oxychilus (Oxychilus) alliarius,Oxychilus (Oxychilus) alliarius,Snail,Garlic Snail,Garlic Snail
Oxychilus (Oxychilus) cellarius,Oxychilus (Oxychilus) cellarius,Snail,Cellar Snail,Cellar Snail
Oxychilus (Oxychilus) draparnaudi,Oxychilus (Oxychilus) draparnaudi,Snail,Draparnauds Glass Snail,Draparnauds Glass Snail
Peringia ulvae,Peringia ulvae,Snail,Laver Spire Shell,Laver Spire Shell
Planorbis planorbis,Planorbis planorbis,Snail,Margined Ramshorn,Margined Ramshorn
Potamopyrgus antipodarum,Potamopyrgus antipodarum,Snail,Jenkins Spire Snail,Jenkins Spire Snail
Punctum (Punctum) pygmaeum,Punctum (Punctum) pygmaeum,Snail,Dwarf Snail,Dwarf Snail
Pupilla (Pupilla) muscorum,Pupilla (Pupilla) muscorum,Snail,Moss Chrysalis Snail,Moss Chrysalis Snail
Rissoa parva,Rissoa parva,Snail,Rissoa parva,Rissoa parva
Trochulus (Trochulus) striolatus,Trochulus (Trochulus) striolatus,Snail,Strawberry Snail,Strawberry Snail
Vallonia cf. excentrica,Vallonia cf. excentrica,Snail,Eccentric Grass Snail,Eccentric Grass Snail
Vertigo (Vertigo) pygmaea,Vertigo (Vertigo) pygmaea,Snail,Common Whorl Snail,Common Whorl Snail
Vertigo (Vertigo) substriata,Vertigo (Vertigo) substriata,Snail,Striated Whorl Snail,Striated Whorl Snail
Vitrea contracta,Vitrea contracta,Snail,Milky Crystal Snail,Milky Crystal Snail
Vitrina pellucida,Vitrina pellucida,Snail,Winter Semi-slug,Winter Semi-slug
Xeroplexa intersecta,Xeroplexa intersecta,Snail,Wrinkled Snail,Wrinkled Snail
Andrena bicolor,Andrena bicolor,Bee,Gwynnes Mining Bee,Gwynnes Mining Bee
Andrena haemorrhoa,Andrena haemorrhoa,Bee,Orange-tailed Mining Bee,Orange-tailed Mining Bee
Andrena scotica,Andrena scotica,Bee,Chocolate Mining Bee,Chocolate Mining Bee
Mellinus arvensis,Mellinus arvensis,Bee,Field Digger Wasp,Field Digger Wasp
Nomada goodeniana,Nomada goodeniana,Bee,Goodens Nomad Bee,Goodens Nomad Bee
Nomada marshamella,Nomada marshamella,Bee,Marshams Nomad Bee,Marshams Nomad Bee
Agyneta saxatilis,Agyneta saxatilis,Spider,Agyneta saxatilis,Agyneta saxatilis
Amaurobius similis,Amaurobius similis,Spider,Amaurobius similis,Amaurobius similis
Argyroneta aquatica,Argyroneta aquatica,Spider,Water Spider,Water Spider
Bathyphantes parvulus,Bathyphantes parvulus,Spider,Bathyphantes parvulus,Bathyphantes parvulus
Ceratinella brevipes,Ceratinella brevipes,Spider,Ceratinella brevipes,Ceratinella brevipes
Chthonius ischnocheles,Chthonius ischnocheles,Spider,Common Chthonid,Common Chthonid
Clubiona lutescens,Clubiona lutescens,Spider,Clubiona lutescens,Clubiona lutescens
Clubiona phragmitis,Clubiona phragmitis,Spider,Clubiona phragmitis,Clubiona phragmitis
Clubiona terrestris,Clubiona terrestris,Spider,Clubiona terrestris,Clubiona terrestris
Cnephalocotes obscurus,Cnephalocotes obscurus,Spider,Cnephalocotes obscurus,Cnephalocotes obscurus
Cryphoeca silvicola,Cryphoeca silvicola,Spider,Cryphoeca silvicola,Cryphoeca silvicola
Diplocephalus picinus,Diplocephalus picinus,Spider,Diplocephalus picinus,Diplocephalus picinus
Eratigena saeva,Eratigena saeva,Spider,House Spider,House Spider
Erigone aletris,Erigone aletris,Spider,Erigone aletris,Erigone aletris
Erigone arctica,Erigone arctica,Spider,Erigone arctica,Erigone arctica
Erigone atra,Erigone atra,Spider,Erigone atra,Erigone atra
Erigone dentipalpis,Erigone dentipalpis,Spider,Erigone dentipalpis,Erigone dentipalpis
Erigone longipalpis,Erigone longipalpis,Spider,Erigone longipalpis,Erigone longipalpis
Erigonella hiemalis,Erigonella hiemalis,Spider,Erigonella hiemalis,Erigonella hiemalis
Gongylidiellum vivum,Gongylidiellum vivum,Spider,Gongylidiellum vivum,Gongylidiellum vivum
Gongylidium rufipes,Gongylidium rufipes,Spider,Gongylidium rufipes,Gongylidium rufipes
Lacinius ephippiatus,Lacinius ephippiatus,Spider,Lacinius ephippiatus,Lacinius ephippiatus
Larinioides cornutus,Larinioides cornutus,Spider,Larinioides cornutus,Larinioides cornutus
Leiobunum rotundum,Leiobunum rotundum,Spider,Leiobunum rotundum,Leiobunum rotundum
Metellina mengei,Metellina mengei,Spider,Metellina mengei,Metellina mengei
Metellina segmentata,Metellina segmentata,Spider,Metellina segmentata,Metellina segmentata
Micrargus subaequalis,Micrargus subaequalis,Spider,Micrargus subaequalis,Micrargus subaequalis
Nemastoma bimaculatum,Nemastoma bimaculatum,Spider,Nemastoma bimaculatum,Nemastoma bimaculatum
Neriene clathrata,Neriene clathrata,Spider,Neriene clathrata,Neriene clathrata
Neriene montana,Neriene montana,Spider,Neriene montana,Neriene montana
Neriene peltata,Neriene peltata,Spider,Neriene peltata,Neriene peltata
Ozyptila trux,Ozyptila trux,Spider,Ozyptila trux,Ozyptila trux
Pachygnatha degeeri,Pachygnatha degeeri,Spider,Pachygnatha degeeri,Pachygnatha degeeri
Palliduphantes ericaeus,Palliduphantes ericaeus,Spider,Palliduphantes ericaeus,Palliduphantes ericaeus
Pardosa amentata,Pardosa amentata,Spider,Pardosa amentata,Pardosa amentata
Pardosa nigriceps,Pardosa nigriceps,Spider,Pardosa nigriceps,Pardosa nigriceps
Pardosa palustris,Pardosa palustris,Spider,Pardosa palustris,Pardosa palustris
Pardosa prativaga,Pardosa prativaga,Spider,Pardosa prativaga,Pardosa prativaga
Pardosa pullata,Pardosa pullata,Spider,Pardosa pullata,Pardosa pullata
Philaenus spumarius,Philaenus spumarius,Spider,Cuckoo-Spit Insect,Cuckoo-Spit Insect
Philodromus aureolus,Philodromus aureolus,Spider,Philodromus aureolus,Philodromus aureolus
Pirata piraticus,Pirata piraticus,Spider,Pirata piraticus,Pirata piraticus
Porrhomma pygmaeum,Porrhomma pygmaeum,Spider,Porrhomma pygmaeum,Porrhomma pygmaeum
Tenuiphantes alacris,Tenuiphantes alacris,Spider,Tenuiphantes alacris,Tenuiphantes alacris
Tenuiphantes zimmermanni,Tenuiphantes zimmermanni,Spider,Tenuiphantes zimmermanni,Tenuiphantes zimmermanni
Tetragnatha extensa,Tetragnatha extensa,Spider,Tetragnatha extensa,Tetragnatha extensa
Tetragnatha montana,Tetragnatha montana,Spider,Tetragnatha montana,Tetragnatha montana
Walckenaeria acuminata,Walckenaeria acuminata,Spider,Walckenaeria acuminata,Walckenaeria acuminata
Walckenaeria antica,Walckenaeria antica,Spider,Walckenaeria antica,Walckenaeria antica
Xysticus cristatus,Xysticus cristatus,Spider,Xysticus cristatus,Xysticus cristatus
Acer campestre,Acer campestre,Tree,Field Maple,Field Maple
Acer platanoides,Acer platanoides,Tree,Norway Maple,Norway Maple
Acer pseudoplatanus,Acer pseudoplatanus,Tree,Sycamore,Sycamore
Aesculus carnea,Aesculus carnea,Tree,Red Horse-chestnut,Red Horse-chestnut
Aesculus hippocastanum,Aesculus hippocastanum,Tree,Horse Chestnut,Horse Chestnut
Alnus cordata,Alnus cordata,Tree,Italian Alder,Italian Alder
Alnus glutinosa,Alnus glutinosa,Tree,Black Alder,Black Alder
Araucaria araucana,Araucaria araucana,Tree,Monkey Puzzle,Monkey Puzzle
Arbutus unedo,Arbutus unedo,Tree,Strawberry Tree,Strawberry Tree
Betula nana,Betula nana,Tree,Dwarf Birch,Dwarf Birch
Betula pendula,Betula pendula,Tree,Silver Birch,Silver Birch
Betula pendula x pubescens = B. x aurata,Betula pendula x pubescens = B. x aurata,Tree,Hybrid Birch,Hybrid Birch
Betula pubescens,Betula pubescens,Tree,Downy Birch,Downy Birch
Betula pubescens subsp. pubescens,Betula pubescens subsp. pubescens,Tree,Betula pubescens subsp. pubescens,Betula pubescens subsp. pubescens
Buxus sempervirens,Buxus sempervirens,Tree,Box,Box
Carpinus betulus,Carpinus betulus,Tree,Hornbeam,Hornbeam
Castanea sativa,Castanea sativa,Tree,Sweet Chestnut,Sweet Chestnut
Cedrus libanu,Cedrus libanu,Tree,Cedar of Lebanon,Cedar of Lebanon
Chamaecyparis lawsonia,Chamaecyparis lawsonia,Tree,Lawsons Cyprus,Lawsons Cyprus
Cornus sanguinea,Cornus sanguinea,Tree,Common Dogwood,Common Dogwood
Corylus avellana,Corylus avellana,Tree,Hazel,Hazel
Crataegus monogyna,Crataegus monogyna,Tree,Hawthorn,Hawthorn
Cupressocyparis leylandii,Cupressocyparis leylandii,Tree,Leyland Cypress,Leyland Cypress
Eucalyptus,Eucalyptus,Tree,Eucalyptus,Eucalyptus
Euonymus europaeus,Euonymus europaeus,Tree,Spindle,Spindle
Fagus sylvatica,Fagus sylvatica,Tree,European Beech,European Beech
Fagus sylvatica f. purpurea,Fagus sylvatica f. purpurea,Tree,Copper Beech,Copper Beech
Frangula alnus,Frangula alnus,Tree,Alder Buckthorn,Alder Buckthorn
Franxinus excelsior,Franxinus excelsior,Tree,Ash,Ash
Ginkgo biloba,Ginkgo biloba,Tree,Ginkgo,Ginkgo
Ilex aquifolium,Ilex aquifolium,Tree,Holly,Holly
Juglans regia,Juglans regia,Tree,Walnut,Walnut
Laburnum anagyroides,Laburnum anagyroides,Tree,Laburnham,Laburnham
Larix decidua,Larix decidua,Tree,Larch,Larch
Laurus nobilis,Laurus nobilis,Tree,Bay,Bay
Malus x domestica,Malus x domestica,Tree,Apple,Apple
Picea abies,Picea abies,Tree,Norway Spruce,Norway Spruce
Pinus nigra,Pinus nigra,Tree,Black pine,Black pine
Pinus pinaster,Pinus pinaster,Tree,Maritime pine,Maritime pine
Pinus radiata,Pinus radiata,Tree,Monterey pine,Monterey pine
Pinus sylvestris,Pinus sylvestris,Tree,Scots Pine,Scots Pine
Platanus x hispanica,Platanus x hispanica,Tree,London Plane,London Plane
Populus alba,Populus alba,Tree,White Poplar,White Poplar
Populus tremula,Populus tremula,Tree,Aspen,Aspen
Prunus avium,Prunus avium,Tree,Wild Cherry,Wild Cherry
Prunus brigantina,Prunus brigantina,Tree,Briançon apricot,Briançon apricot
Prunus cerasifera,Prunus cerasifera,Tree,Cherry Plum,Cherry Plum
Prunus cerasus,Prunus cerasus,Tree,Sour Cherry,Sour Cherry
Prunus laurocerasus,Prunus laurocerasus,Tree,Cherry Laurel,Cherry Laurel
Prunus lusitanica,Prunus lusitanica,Tree,Portugal Laurel,Portugal Laurel
Prunus padus,Prunus padus,Tree,Bird Cherry,Bird Cherry
Prunus virginiana,Prunus virginiana,Tree,Bitter-berry,Bitter-berry
Puccinellia distans subsp. borealis,Puccinellia distans subsp. borealis,Tree,Northern Saltmarsh-grass,Northern Saltmarsh-grass
Quercus cerris,Quercus cerris,Tree,Turkey Oak,Turkey Oak
Quercus ilex,Quercus ilex,Tree,Holm Oak,Holm Oak
Quercus petraea,Quercus petraea,Tree,Sessile Oak,Sessile Oak
Quercus robur,Quercus robur,Tree,Pedunculate Oak,Pedunculate Oak
Quercus rubra,Quercus rubra,Tree,Northern Red Oak,Northern Red Oak
Salix alba,Salix alba,Tree,White Willow,White Willow
Salix aurita,Salix aurita,Tree,Eared Willow,Eared Willow
Salix caprea,Salix caprea,Tree,Goat Willow,Goat Willow
Salix caprea subsp. caprea,Salix caprea subsp. caprea,Tree,Salix caprea subsp. caprea,Salix caprea subsp. caprea
Salix cinerea,Salix cinerea,Tree,Grey Willow,Grey Willow
Salix cinerea subsp. oleifolia,Salix cinerea subsp. oleifolia,Tree,Rusty Willow,Rusty Willow
Salix cinerea x aurita = S. x multinervis,Salix cinerea x aurita = S. x multinervis,Tree,Salix cinerea x aurita = S. x multinervis,Salix cinerea x aurita = S. x multinervis
Salix cinerea x repens = S. x subsericea,Salix cinerea x repens = S. x subsericea,Tree,Salix cinerea x repens = S. x subsericea,Salix cinerea x repens = S. x subsericea
Salix daphnoides,Salix daphnoides,Tree,European Violet-willow,European Violet-willow
Salix euxina x alba = S. x fragilis,Salix euxina x alba = S. x fragilis,Tree,Crack-willow,Crack-willow
Salix udensis,Salix udensis,Tree,Sachalin Willow,Sachalin Willow
Salix viminalis x caprea = S. x smithiana,Salix viminalis x caprea = S. x smithiana,Tree,Broad-leaved Osier,Broad-leaved Osier
Salix viminalis x cinerea = S. x holosericea,Salix viminalis x cinerea = S. x holosericea,Tree,Silky-leaved Osier,Silky-leaved Osier
Sonchus palustris,Sonchus palustris,Tree,Marsh Sow-thistle,Marsh Sow-thistle
Sorbus aucuparia,Sorbus aucuparia,Tree,Rowan,Rowan
Sorbus domestica,Sorbus domestica,Tree,Service-tree,Service-tree
Sorbus latifolia,Sorbus latifolia,Tree,Broad-leaved Whitebeam,Broad-leaved Whitebeam
Symphoricarpos,Symphoricarpos,Tree,snowberry ,snowberry 
Taxus baccata,Taxus baccata,Tree,Yew,Yew
Thuja plicata,Thuja plicata,Tree,Western Red Cedar,Western Red Cedar
Tilia cordata,Tilia cordata,Tree,Small-leaved Lime,Small-leaved Lime
Tilia platyphyllos,Tilia platyphyllos,Tree,Large-leaved Lime,Large-leaved Lime
Tilia platyphyllos x cordata = T. x europaea,Tilia platyphyllos x cordata = T. x europaea,Tree,Lime,Lime
Tilia x europaea,Tilia x europaea,Tree,Common Lime,Common Lime
Ulmus glabra,Ulmus glabra,Tree,Wych Elm,Wych Elm
Ulmus minor var minor,Ulmus minor var minor,Tree,Smooth-leaved Elm,Smooth-leaved Elm
Ulmus minor x plotii = U. x viminalis,Ulmus minor x plotii = U. x viminalis,Tree,Ulmus minor x plotii = U. x viminalis,Ulmus minor x plotii = U. x viminalis
Ulmus procera,Ulmus procera,Tree,English Elm,English Elm
Acanthosoma haemorrhoidale,Acanthosoma haemorrhoidale,True bug,Hawthorn Shieldbug,Hawthorn Shieldbug
Anthocoris nemorum,Anthocoris nemorum,True bug,Common Flower Bug,Common Flower Bug
Arctocorisa germari,Arctocorisa germari,True bug,Arctocorisa germari,Arctocorisa germari
Callicorixa praeusta,Callicorixa praeusta,True bug,Callicorixa praeusta,Callicorixa praeusta
Cercyon littoralis,Cercyon littoralis,True bug,Cercyon littoralis,Cercyon littoralis
Corixa panzeri,Corixa panzeri,True bug,Corixa panzeri,Corixa panzeri
Corixa punctata,Corixa punctata,True bug,Punctate Corixa,Punctate Corixa
Dicyphus (Brachyceroea) annulatus,Dicyphus (Brachyceroea) annulatus,True bug,Dicyphus (Brachyceroea) annulatus,Dicyphus (Brachyceroea) annulatus
Diplocephalus latifrons,Diplocephalus latifrons,True bug,Diplocephalus latifrons,Diplocephalus latifrons
Dolycoris baccarum,Dolycoris baccarum,True bug,Hairy Shieldbug,Hairy Shieldbug
Elasmostethus interstinctus,Elasmostethus interstinctus,True bug,Birch Shieldbug,Birch Shieldbug
Elasmucha grisea,Elasmucha grisea,True bug,Parent Bug,Parent Bug
fuchsia magellanica ,fuchsia magellanica ,True bug,hummingbird fuchsia ,hummingbird fuchsia 
Gerris (Gerris) lacustris,Gerris (Gerris) lacustris,True bug,Common Pondskater,Common Pondskater
Gerris (Gerris) odontogaster,Gerris (Gerris) odontogaster,True bug,Toothed Pondskater,Toothed Pondskater
Gerris (Gerris) thoracicus,Gerris (Gerris) thoracicus,True bug,Gerris (Gerris) thoracicus,Gerris (Gerris) thoracicus
Hesperocorixa sahlbergi,Hesperocorixa sahlbergi,True bug,Hesperocorixa sahlbergi,Hesperocorixa sahlbergi
